id,Proposal_no,user_id,Moef_file_no,Proposal_Name,category,user_agency_name,area_applied,date_from_ua_to_nodal,State_Name,proposal_status,date_of_recomm,user_id1
636,FP/MP/MRL/49/2018,66854,NA,Sumedi Granite,Mining,DILEEP INFRASTRUCTURE PVT LTD,8.5,19-Mar-18,Madhya Pradesh,Pending at DFO/DCF,,66854
635,FP/MP/MRL/48/2018,66854,NA,Sumedi Granite,Mining,DILEEP INFRASTRUCTURE PVT LTD,7.4,19-Mar-18,Madhya Pradesh,Pending at DFO/DCF,,66854
632,FP/MP/MRL/45/2018,66854,NA,Sumedi Granite,Mining,DILEEP INFRASTRUCTURE PVT LTD,6.665,19-Mar-18,Madhya Pradesh,Pending at DFO/DCF,,66854
634,FP/MP/MRL/47/2018,62125,NA,Bhitariya Granite,Mining,DG MARBLE,18.045,19-Mar-18,Madhya Pradesh,Pending at DFO/DCF,,62125
633,FP/MP/MRL/46/2018,66853,NA,Bhitariya Granite,Mining,DG GLOBAL,41.142,19-Mar-18,Madhya Pradesh,Pending at DFO/DCF,,66853
466,FP/MP/MRL/15/2016,545,NA,Chulia Bhulia East Coal Block,Mining,REGIONAL DIRECTOR,995,8-Mar-18,Madhya Pradesh,Pending at Nodal Officer,,545
532,FP/MP/MRL/28/2017,55157,NA,Malhera Granite Block,Mining,GEOMIN INDUSTRIES PVT LTD,21.5,6-Mar-18,Madhya Pradesh,Pending at DFO/DCF,,55157
610,FP/MP/MRL/27/2018,62125,NA,Bhitariya Granite,Mining,DG MARBLE,7.138,16-Feb-18,Madhya Pradesh,Pending at DFO/DCF,,62125
608,FP/MP/MRL/25/2018,62125,NA,Bhitariya Granite,Mining,DG MARBLE,5.4,16-Feb-18,Madhya Pradesh,Pending at DFO/DCF,,62125
607,FP/MP/MRL/24/2018,62125,NA,Bhitariya Granite,Mining,DG MARBLE,5.18,16-Feb-18,Madhya Pradesh,Pending at DFO/DCF,,62125
606,FP/MP/MRL/23/2018,62125,NA,Bhitariya Granite,Mining,DG MARBLE,5.16,16-Feb-18,Madhya Pradesh,Pending at DFO/DCF,,62125
605,FP/MP/MRL/22/2018,62125,NA,Bhitariya Granite,Mining,DG MARBLE,5.4,16-Feb-18,Madhya Pradesh,Pending at DFO/DCF,,62125
604,FP/MP/MRL/21/2018,62125,NA,Bhitariya Granite,Mining,DG MARBLE,2.8,16-Feb-18,Madhya Pradesh,Pending at DFO/DCF,,62125
603,FP/MP/MRL/20/2018,62125,NA,Bhitariya Granite,Mining,DG MARBLE,1.556,16-Feb-18,Madhya Pradesh,Pending at DFO/DCF,,62125
601,FP/MP/MRL/18/2018,62858,NA,Ramupura Granite,Mining,DG WORLD,4.778,16-Feb-18,Madhya Pradesh,Pending at DFO/DCF,,62858
592,FP/MP/MRL/9/2018,62858,NA,Ramupura Granite,Mining,DG WORLD,6,16-Feb-18,Madhya Pradesh,Pending at DFO/DCF,,62858
540,FP/MP/MRL/30/2017,52286,NA,Nimas Marble Mine-3,Mining,A W AND SONS,3.85,16-Jan-18,Madhya Pradesh,Pending at Nodal Officer,,52286
538,FP/MP/MRL/29/2017,59200,NA,Anuppur Granite Mine,Mining,ROSHNI GRANITE,41.278,16-Jan-18,Madhya Pradesh,PENDING WITH-SG,,59200
566,FP/MP/MRL/34/2017,55330,NA,"Badretta area, Morena district, MP",Mining,GEOLOGICAL SURVEY OF INDIA,113,15-Dec-17,Madhya Pradesh,Draft,,55330
562,FP/MP/MRL/31/2017,55330,NA,"Garhi area, Sheopur district, MP",Mining,GEOLOGICAL SURVEY OF INDIA,561,14-Dec-17,Madhya Pradesh,Draft,,55330
372,FP/MP/MRL/1/2016,8473,NA,Lavkushnagar Granite Blocks,Mining,KHAJURAHO STONES (INDIA) PVT LTD,9,27-Nov-17,Madhya Pradesh,Pending at DFO/DCF,,8473
478,FP/MP/MRL/3/2017,46659,NA,"Kathera, Granite",Mining,DG STONES LTD.,3.019,17-Oct-17,Madhya Pradesh,Pending at DFO/DCF,,46659
525,FP/MP/MRL/23/2017,55330,NA,"Chiklar area, Betul distt., Madhya Pradesh",Mining,GEOLOGICAL SURVEY OF INDIA,200,28-Sep-17,Madhya Pradesh,Pending with UA,,55330
490,FP/MP/MRL/11/2017,1578,NA,GURBARA COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1228,19-Sep-17,Madhya Pradesh,Draft,,1578
322,FP/MP/MRL/43/2015,599,NA,Naheriya Dhankasa Coal Block,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,294,7-Sep-17,Madhya Pradesh,Draft,,599
508,FP/MP/MRL/18/2017,51568,NA,Kathara granite block,Mining,KISAN EXPORTS,9.49,7-Sep-17,Madhya Pradesh,PENDING WITH-SG,,51568
509,FP/MP/MRL/19/2017,51568,NA,Madha Gurha Granite Blocks,Mining,KISAN EXPORTS,18.35,7-Sep-17,Madhya Pradesh,PENDING WITH-SG,,51568
459,FP/MP/MRL/11/2016,7577,NA,JHARNA UNDERGROUND MINE,Mining,WESTERN COALFIELDS LIMITED,227,7-Sep-17,Madhya Pradesh,Pending at HO,19-Nov-18,7577
505,FP/MP/MRL/17/2017,38338,NA,Hardwar Granite Block,Mining,FORTUNE STONES LIMITED,44.645,29-Aug-17,Madhya Pradesh,PENDING WITH-SG,,38338
528,FP/MP/MRL/26/2017,53317,F-1/FP/MP/MRL/26/2017,Gudakala Granite Block,Mining,GEOMIN GRANITE,6.277,28-Aug-17,Madhya Pradesh,Pending at ROHQ,2-Jul-18,53317
527,FP/MP/MRL/25/2017,48829,NA,Kesaripura Granite Block,Mining,TIRUPATI GEMS PVT LTD,6.4,28-Aug-17,Madhya Pradesh,Pending at DFO/DCF,,48829
504,FP/MP/MRL/16/2017,53317,NA,Gudakala Granite Block,Mining,GEOMIN GRANITE,6.277,22-Aug-17,Madhya Pradesh,Draft,,53317
484,FP/MP/MRL/8/2017,48829,NA,Kesaripura Granite Block,Mining,TIRUPATI GEMS PVT LTD,6.4,22-Aug-17,Madhya Pradesh,Draft,,48829
485,FP/MP/MRL/9/2017,31411,8-49/2018-FC,"North Betul Division, Range Bhoura, Circle Jhapdi, Beat Kachhar",Mining,ATOMIC MINERALS DIRECTORATE DEPARTMENT OF ATOMIC ENERGY GOVERNMENT OF INDIA,1650,16-Aug-17,Madhya Pradesh,IN-PRINCIPLE,23-Jun-18,31411
317,FP/MP/MRL/40/2015,545,NA,"Pathora West Coal Block<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">markenavntablet.site</a> quetiapin wirkstoff</div>",Mining,REGIONAL DIRECTOR,226,10-Aug-17,Madhya Pradesh,Draft,,545
296,FP/MP/MRL/36/2015,545,NA,Ghunghuti Coal Block,Mining,REGIONAL DIRECTOR,1224,9-Aug-17,Madhya Pradesh,Draft,,545
316,FP/MP/MRL/39/2015,545,NA,"Pathora East Coal Block<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">markenavntablet.site</a> quetiapin wirkstoff</div><div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">markenavntablet.site</a> quetiapin wirkstoff</div>",Mining,REGIONAL DIRECTOR,777,31-Jul-17,Madhya Pradesh,Pending at DFO/DCF,,545
462,FP/MP/MRL/14/2016,41207,NA,ATRAR PALERA GRANITE BLOCK,Mining,ICONIC GRANITES LLP JAIPUR,8.2,28-Jul-17,Madhya Pradesh,PENDING WITH-SG,,41207
468,FP/MP/MRL/17/2016,42542,F-1/ 2017/10-11,M.B. Ispat Corporation Ltd.,Mining,MB ISPAT CORPORATION LIMITED,4.9,22-Jul-17,Madhya Pradesh,IN-PRINCIPLE,24-Nov-17,42542
470,FP/MP/MRL/19/2016,42542,F-1/ 780/2017/10-11,Ritesh Tredfinn Ltd.,Mining,MB ISPAT CORPORATION LIMITED,4.9,22-Jul-17,Madhya Pradesh,IN-PRINCIPLE,6-Nov-17,42542
469,FP/MP/MRL/18/2016,42542,F-1/ 2017/10-11,M.B.Sponge & Power Ltd.,Mining,MB ISPAT CORPORATION LIMITED,4.9,22-Jul-17,Madhya Pradesh,IN-PRINCIPLE,24-Nov-17,42542
517,FP/MP/MRL/20/2017,53938,NA,R.M. Pvt. Ltd.,Mining,RESPONSE MERCHANTS PVT. LTD.,4.9,20-Jul-17,Madhya Pradesh,Pending at DFO/DCF,,53938
518,FP/MP/MRL/21/2017,53938,NA,Response Merchants Pvt. Ltd.,Mining,RESPONSE MERCHANTS PVT. LTD.,12,20-Jul-17,Madhya Pradesh,Pending at DFO/DCF,,53938
320,FP/MP/MRL/41/2015,12492,NA,Nohta-Damoh-Jabera PML,Mining,ONGC,19495.5,12-Jul-17,Madhya Pradesh,Draft,,12492
235,FP/MP/MRL/15/2015,6936,NA,RF-417 Range-Waidhan Ekpai/dhodha),Mining,MINE CORP INDIA PVT LTD,9.5872,22-Jun-17,Madhya Pradesh,PENDING WITH-SG,,6936
236,FP/MP/MRL/16/2015,6936,NA,"PF-420,421 Range-Mada (Makrohar)<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">markenavntablet.site</a> quetiapin wirkstoff</div>",Mining,MINE CORP INDIA PVT LTD,31.1496,22-Jun-17,Madhya Pradesh,PENDING WITH-SG,,6936
262,FP/MP/MRL/33/2015,7572,6-MPC017/2016-BHO,Ghutehi marble block,Mining,JABALPUR MAEBLE,0.81,9-Jun-17,Madhya Pradesh,Approved By ROHQ,5-Aug-16,7572
119,FP/MP/MRL/13/2014,599,NA,NORTH OF AMBARA SUKRI COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,836,19-Apr-17,Madhya Pradesh,Draft,,599
339,FP/MP/MRL/45/2015,12198,NA,"Hindalco Industries Limited. Samariya Bauxite Rewa<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">markenavntablet.site</a> quetiapin wirkstoff</div>",Mining,HINDALCO IND LTD RENUKOOT,2036.679,23-Feb-17,Madhya Pradesh,Pending at DFO/DCF,,12198
81,FP/MP/MRL/10/2014,545,NA,DHANPURA COAL BLOCK,Mining,REGIONAL DIRECTOR,215,15-Feb-17,Madhya Pradesh,Draft,,545
480,FP/MP/MRL/4/2017,47066,NA,Seismic Survey For Exploration of Hydra Carbons,Mining,ONGC KOLKATA,1557.03,7-Feb-17,Madhya Pradesh,Pending at DFO/DCF,,47066
476,FP/MP/MRL/1/2017,45876,NA,"Betul Block - Compartment No.P-490A<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin und valdoxan</a> quetiapin wirkstoff</div>",Mining,DIRECTOR NGRI,75,16-Jan-17,Madhya Pradesh,PENDING WITH-SG,,45876
383,FP/MP/MRL/3/2016,31411,NA,"North Betul Division, Range-Bhoura, Circle-Jhapdi, Beat-Kacchar",Mining,ATOMIC MINERALS DIRECTORATE DEPARTMENT OF ATOMIC ENERGY GOVERNMENT OF INDIA,400,23-Nov-16,Madhya Pradesh,Draft,,31411
461,FP/MP/MRL/13/2016,41207,6-MPC043/2017-BHO,ATRAR PALERA GRANITE BLOCK,Mining,ICONIC GRANITES LLP JAIPUR,7.7,30-Sep-16,Madhya Pradesh,IN-PRINCIPLE,18-Dec-17,41207
442,FP/MP/MRL/7/2016,32195,NA,ATRAR PALERA GRANITE BLOCK,Mining,TELLUS MINCORP PRIVATE LIMITED,6.9,29-Sep-16,Madhya Pradesh,PENDING WITH-SG,,32195
443,FP/MP/MRL/8/2016,32195,NA,ATRAR PALERA GRANITE,Mining,TELLUS MINCORP PRIVATE LIMITED,7.6,29-Sep-16,Madhya Pradesh,Pending at DFO/DCF,,32195
441,FP/MP/MRL/6/2016,32195,NA,ATRAR PALERA GRANITE BLOCK,Mining,TELLUS MINCORP PRIVATE LIMITED,4.9,29-Sep-16,Madhya Pradesh,Pending at DFO/DCF,,32195
449,FP/MP/MRL/9/2016,2345,NA,SONEWANI(RF),Mining,ANIK INDUSTRIES LTD,95,3-Sep-16,Madhya Pradesh,Pending with UA,,2345
308,FP/MP/MRL/37/2015,10822,6-MPB037/2016-BHO,Nohta-Damoh-Jabera PML,Mining,OIL AND NATURAL GAS CORPORATION LIMITED,1.69,24-Aug-16,Madhya Pradesh,Approved By ROHQ,3-Nov-16,10822
365,FP/MP/MRL/48/2015,1578,NA,Dongrital Coal Block,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1316,23-Jun-16,Madhya Pradesh,Pending at DFO/DCF,,1578
340,FP/MP/MRL/46/2015,12492,8-03/2016-FC,"Nohta-Damoh-Jabera PML<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin und valdoxan</a> quetiapin wirkstoff</div>",Mining,ONGC,19485.3,17-Dec-15,Madhya Pradesh,Pending at DFO/DCF,1-Jan-00,12492
310,FP/MP/MRL/38/2015,5309,NA,"589 Bore Hole in Compartment no. PF- 34, 35, 36, 37, 38 & PF-39 Village - jouly , Silwara, Vinobanagar & Madhabanzar By Pacific Exports",Mining,PACIFIC EXPORTS,1869.63,4-Nov-15,Madhya Pradesh,Draft,,5309
124,FP/MP/MRL/14/2014,599,NA,DHAU EXTENSION COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1595,13-Oct-15,Madhya Pradesh,Draft,,599
56,FP/MP/MRL/3/2014,599,NA,TEDI IMLI COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,205,13-Oct-15,Madhya Pradesh,Draft,,599
260,FP/MP/MRL/32/2015,599,NA,"DANWA COAL BLOCK<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">markenavntablet.site</a> quetiapin wirkstoff</div>",Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,2098,13-Oct-15,Madhya Pradesh,Draft,,599
321,FP/MP/MRL/42/2015,599,NA,Rajathari South Coal Block,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,323,13-Oct-15,Madhya Pradesh,Draft,,599
335,FP/MP/MRL/44/2015,13738,NA,Loundi,Mining,DILEEP INFRASTRUCTURE PVT LTD,36.55,9-Oct-15,Madhya Pradesh,Draft,,13738
195,FP/MP/MRL/4/2015,5309,NA,"85 BORE HOLE IN COMPARTMENT NO. PF 34, PF 36, PF 37, PF 38, PF 39 VILLAGE JAULI, SILWARA, VINOBA NAGAR BY PACIFIC EXPORT<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin und valdoxan</a> quetiapin wirkstoff</div>",Mining,PACIFIC EXPORTS,1484.83,24-Aug-15,Madhya Pradesh,Draft,,5309
129,FP/MP/MRL/16/2014,599,NA,DHAU NORTH COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,222,17-Aug-15,Madhya Pradesh,Draft,,599
125,FP/MP/MRL/15/2014,599,NA,"TAMBIA COAL BLOCK<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">markenavntablet.site</a> quetiapin wirkstoff</div>",Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1608,16-Aug-15,Madhya Pradesh,Draft,,599
239,FP/MP/MRL/19/2015,6687,NA,"RF-416,417 range - Waidhan Singrauli",Mining,BOUNTY STONES PVT LTD,17.7505,12-Aug-15,Madhya Pradesh,Pending with UA,,6687
238,FP/MP/MRL/18/2015,6654,NA,"RF-417 Range - Waidhan Singrauli<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin und valdoxan</a> quetiapin wirkstoff</div>",Mining,TITAS PROPERTIES AND DEVELOPERS PVT LTD,18.7211,7-Aug-15,Madhya Pradesh,Pending with UA,,6654
237,FP/MP/MRL/17/2015,6688,NA,RF-417 Range-Waidhan (Ekpai),Mining,SUNBIRD PROPERTIES PVT LTD,18.5232,28-Jul-15,Madhya Pradesh,Pending with UA,,6688
234,FP/MP/MRL/14/2015,6688,NA,"PF-421Range (Mada) Makrohar<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin mod angst</a> quetiapin wirkstoff</div>",Mining,SUNBIRD PROPERTIES PVT LTD,5.9947,27-Jul-15,Madhya Pradesh,Pending with UA,,6688
71,FP/MP/MRL/7/2014,1058,NA,Village -Patarhai Sathari Block Forest Comp. No. 764,Mining,STAR AGRONOMICS LTD,57.178,23-Jun-15,Madhya Pradesh,Pending at DFO/DCF,,1058
271,FP/MP/MRL/34/2015,8193,NA,"Forest Clearance for Prospecting Licence for Iron ore in village Jauli, Dist. Jabalpur (M.P.",Mining,RENAISSANCE MINING AND MINERALS PRIVATE LTD.,100,12-Jun-15,Madhya Pradesh,Pending with UA,,8193
213,FP/MP/MRL/7/2015,599,NA,PATHAKHURI PIPARIYA COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,212,2-May-15,Madhya Pradesh,Draft,,599
254,FP/MP/MRL/31/2015,590,NA,Forest Clearance for Survey/Prospecting/Test Drilling for Atomic Mineralsin part of Kupiya Reserve Forest area District Chhattarpur M.P.,Mining,Regional Director Northern Region Atomic Minerals Directorate,150,29-Apr-15,Madhya Pradesh,Pending at DFO/DCF,,590
175,FP/MP/MRL/1/2015,2844,NA,"BLOCK -JAULI, P-37 FOREST RANGE SIHORA, FOREST DIVISION JABALPUR(M.P.)",Mining,RENAISSANCE MINING AND MINERAL PVT LTD,100,24-Mar-15,Madhya Pradesh,Draft,,2844
210,FP/MP/MRL/6/2015,975,NA,Khirwa West Diamond Block,Mining,NMDC LTD,50,19-Mar-15,Madhya Pradesh,Draft,,975
192,FP/MP/MRL/3/2015,975,NA,Pali Diamond Block,Mining,NMDC LTD,5517,27-Feb-15,Madhya Pradesh,Draft,,975
198,FP/MP/MRL/5/2015,428,NA,Sukli Manganese Mine,Mining,MOIL LIMITED,59.88,12-Feb-15,Madhya Pradesh,Draft,,428
117,FP/MP/MRL/12/2014,1578,NA,Purail-Inguri Coal Block,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1350,19-Jan-15,Madhya Pradesh,Pending at Nodal Officer,,1578
25,FP/MP/MRL/1/2014,590,NA,"Permission For Survey/Prospecting/Test Drilling for Atomic Minerals in and Around Indora-Tigora area District Sagar,M.P.-Reg.<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">markenavntablet.site</a> quetiapin wirkstoff</div>",Mining,Regional Director Northern Region Atomic Minerals Directorate,990,9-Jan-15,Madhya Pradesh,Draft,7-Oct-15,590
82,FP/MP/MRL/11/2014,545,NA,PANWARI COAL BLOCK,Mining,REGIONAL DIRECTOR,1220,26-Dec-14,Madhya Pradesh,Pending at DFO/DCF,,545
57,FP/MP/MRL/4/2014,599,NA,PATHAKHURI PIPARIYA COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,212,11-Dec-14,Madhya Pradesh,Draft,,599
51,FP/MP/MRL/2/2014,1050,NA,"Darolikhurd, P-47 and Khasra No.1Tehsil-Sihora, Jabalpur",Mining,MS SAMDARIYA BUILDERS PVT LTD,100,17-Oct-14,Madhya Pradesh,Pending with UA,9-Mar-15,1050
64,FP/MP/MRL/5/2014,1271,NA,Sagouraiya,Mining,TANDEM MINERALS AND ENERGY LIMITED,40,17-Oct-14,Madhya Pradesh,Draft,,1271
65,FP/MP/MRL/6/2014,1271,NA,BARANAD,Mining,TANDEM MINERALS AND ENERGY LIMITED,70,10-Oct-14,Madhya Pradesh,Draft,,1271
856,FP/MH/MRL/1/2019,36900,NA,Murti Limestone Block,Mining,DIRECTORATE OF GEOLOGY AND MINING,3.55,5-Mar-20,Maharashtra,Draft,,36900
871,FP/MH/MRL/1/2020,33077,NA,Dubarpeth Karanji Copper Block,Mining,VEDANTA LIMITED,736.24,26-Feb-20,Maharashtra,Draft,,33077
706,FP/MH/MRL/3/2018,77852,NA,"Lodhatola-Garra Block, Ramtek Tehsil, Nagpur District",Mining,GEOLOGICAL SURVEY OF INDIA,150,11-Sep-18,Maharashtra,Pending at DFO/DCF,,77852
585,FP/MH/OTHERS/2/2018,50546,NA,East and West Division of Surgana Tal: Surgana Dist: Nashik,Mining,GIRNA RIVER VALLEY PROJECT DIVISION NASHIK,5000,5-Feb-18,Maharashtra,Pending with UA,,50546
581,FP/MH/OTHERS/1/2018,50098,8-47/2018-FC,"Aundha Tehsil, Distt. Hingoli",Mining,"DIRECTORATE OF CONSTRUCTION, SERVICES AND ESTATE MANAGEMENT, DEPARTMENT OF ATOMIC ENERGY",121.83,18-Jan-18,Maharashtra,IN-PRINCIPLE,6-Jul-18,50098
551,FP/MH/MRL/2/2017,31411,NA,MAKARDHOKADA BLOCK,Mining,ATOMIC MINERALS DIRECTORATE DEPARTMENT OF ATOMIC ENERGY GOVERNMENT OF INDIA,700,3-Nov-17,Maharashtra,Pending at DFO/DCF,,31411
439,FP/MH/MRL/3/2016,36900,NA,"Lanzera- Futala, Tah. Mohadi, Dist- Bhandara",Mining,DIRECTORATE OF GEOLOGY AND MINING,464,29-Jun-16,Maharashtra,Pending at DFO/DCF,,36900
435,FP/MH/MRL/2/2016,36900,NA,Mandri-Panchala Block,Mining,DIRECTORATE OF GEOLOGY AND MINING,123,28-Jun-16,Maharashtra,Pending at DFO/DCF,,36900
434,FP/MH/MRL/1/2016,36900,NA,Mandri Panchala Block,Mining,DIRECTORATE OF GEOLOGY AND MINING,123,27-Jun-16,Maharashtra,Draft,,36900
133,FP/MH/MRL/10/2014,599,NA,BHAGWANPUR COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1976,1-May-15,Maharashtra,Pending at DFO/DCF,,599
62,FP/MH/MRL/8/2014,599,NA,"MANDWA COAL BLOCK<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin und valdoxan</a> quetiapin wirkstoff</div>",Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1438,30-Apr-15,Maharashtra,Pending at DFO/DCF,,599
52,FP/MH/MRL/6/2014,599,NA,BAMNI PALASGAON COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,470,29-Apr-15,Maharashtra,Pending with UA,,599
49,FP/MH/MRL/5/2014,599,NA,RAJUR MANIKGARH COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,869,29-Apr-15,Maharashtra,Pending with UA,,599
31,FP/MH/MRL/3/2014,599,NA,Bhivkund 'A' Coal Block,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,680,29-Apr-15,Maharashtra,Pending with UA,,599
107,FP/MH/MRL/9/2014,599,NA,Mohan Coal Block,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,2034.5,28-Apr-15,Maharashtra,Pending at DFO/DCF,,599
61,FP/MH/MRL/7/2014,599,NA,INDAPUR COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1252,28-Apr-15,Maharashtra,Pending at DFO/DCF,,599
253,FP/MH/MRL/3/2015,428,8-38/2017-FC,Asalpani,Mining,MOIL LIMITED,61.28,22-Apr-15,Maharashtra,PENDING WITH-SG,11-May-17,428
252,FP/MH/MRL/2/2015,428,8-39/2017-FC,"Garkabhonga<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">markenavntablet.site</a> quetiapin wirkstoff</div>",Mining,MOIL LIMITED,84.28,21-Apr-15,Maharashtra,PENDING WITH-SG,11-May-17,428
255,FP/MH/MRL/4/2015,428,NA,Lanjhera,Mining,MOIL LIMITED,24.37,21-Apr-15,Maharashtra,Pending at RO,1-Sep-17,428
177,FP/MH/MRL/1/2015,428,NA,Mansur and Kandri,Mining,MOIL LIMITED,2.130032,19-Mar-15,Maharashtra,Pending with UA,,428
99,FP/MN/MRL/1/2014,1426,NA,"Pinghang, Leision and Kamjhong in Ukhrul District.<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin mod angst</a> quetiapin wirkstoff</div>",Mining,MANIPUR MINES AND MINERALS PRIVATE LIMITED,0,20-Dec-14,Manipur,Draft,,1426
297,FP/ML/MRL/1/2015,7891,NA,Umnong Limestone Project-96.35 hect.,Mining,M/S MEGHALAYA CEMENTS LIMITED,0.869,1-Sep-15,Meghalaya,Pending at DFO/DCF,,7891
880,FP/OR/MRL/7/2020,1555,NA,Balda-Palsa-Jajang (BPJ) Iron Ore Mines,Mining,ODISHA MINING CORPORATION LTD,4.643,11-Jun-20,Orissa,Draft,,1555
873,FP/OR/MRL/5/2020,108918,NA,Brahmani Coal Block,Mining,ORISSA MINERALS DEVELOPMENT COMPANY LIMITED,0.965,7-May-20,Orissa,Pending at DFO/DCF,,108918
890,FP/OR/MRL/8/2020,1401,NA,Hemagiri (Sector-I),Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1405,9-Apr-20,Orissa,Pending at DFO/DCF,,1401
866,FP/OR/OTHERS/2/2020,100380,NA,Majhingamali Bauxite Block,Mining,ODISHA MINERAL EXPLORATION CORPORATION (OMECL),0.738,8-Apr-20,Orissa,PENDING WITH-SG,,100380
861,FP/OR/OTHERS/33/2019,100380,5-ORB407/2020-BHU,Nunapaimali Bauxite Block,Mining,ODISHA MINERAL EXPLORATION CORPORATION (OMECL),2.659,11-Mar-20,Orissa,IN-PRINCIPLE,30-May-20,100380
872,FP/OR/MRL/4/2020,1401,NA,TANGARDIHI EAST,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,2302,29-Feb-20,Orissa,Pending with UA,,1401
875,FP/OR/MRL/6/2020,1401,NA,TANGARDIHI,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,2411,29-Feb-20,Orissa,Pending at DFO/DCF,,1401
869,FP/OR/MRL/3/2020,80658,NA,North of Arkhapal-Srirampur (Northern Part) Coal Block,Mining,TALCHER FERTILIZERS LIMITED,325,18-Feb-20,Orissa,Pending with UA,,80658
831,FP/OR/MRL/23/2019,1401,NA,TANGARDIHI EAST COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1325,4-Feb-20,Orissa,Pending with UA,,1401
808,FP/OR/MRL/19/2019,1401,NA,KOSALA WEST COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,175,4-Feb-20,Orissa,Pending with UA,,1401
857,FP/OR/OTHERS/32/2019,100380,NA,Karnapodikonda Bauxite Block,Mining,ODISHA MINERAL EXPLORATION CORPORATION (OMECL),7.389,3-Feb-20,Orissa,Pending at RO,19-Jun-20,100380
673,FP/OR/OTHERS/3/2018,54793,NA,Baratangra,Mining,"ATOMIC MINERALS DIRECTORATE FOR EXPLORATION AND RESEARCH,EASTERN REGION,JAMSHEDPUR",1000,25-Jan-20,Orissa,Pending with UA,,54793
